"field_id","field_name","unit_name","category_name","item_count","priority","notes"
27283,"Mean thickness of parsorbitalis (right hemisphere)","mm","Freesurfer DKT",41470,41470,"Mean thickness of parsorbitalis in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27284,"Mean thickness of parstriangularis (right hemisphere)","mm","Freesurfer DKT",41470,41470,"Mean thickness of parstriangularis in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27285,"Mean thickness of pericalcarine (right hemisphere)","mm","Freesurfer DKT",41470,41470,"Mean thickness of pericalcarine in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27286,"Mean thickness of postcentral (right hemisphere)","mm","Freesurfer DKT",41470,41470,"Mean thickness of postcentral in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27287,"Mean thickness of posteriorcingulate (right hemisphere)","mm","Freesurfer DKT",41470,41470,"Mean thickness of posteriorcingulate in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27288,"Mean thickness of precentral (right hemisphere)","mm","Freesurfer DKT",41470,41470,"Mean thickness of precentral in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27289,"Mean thickness of precuneus (right hemisphere)","mm","Freesurfer DKT",41470,41470,"Mean thickness of precuneus in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27290,"Mean thickness of rostralanteriorcingulate (right hemisphere)","mm","Freesurfer DKT",41470,41470,"Mean thickness of rostralanteriorcingulate in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27291,"Mean thickness of rostralmiddlefrontal (right hemisphere)","mm","Freesurfer DKT",41470,41470,"Mean thickness of rostralmiddlefrontal in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27292,"Mean thickness of superiorfrontal (right hemisphere)","mm","Freesurfer DKT",41470,41470,"Mean thickness of superiorfrontal in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27293,"Mean thickness of superiorparietal (right hemisphere)","mm","Freesurfer DKT",41470,41470,"Mean thickness of superiorparietal in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27294,"Mean thickness of superiortemporal (right hemisphere)","mm","Freesurfer DKT",41470,41470,"Mean thickness of superiortemporal in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27295,"Mean thickness of supramarginal (right hemisphere)","mm","Freesurfer DKT",41470,41470,"Mean thickness of supramarginal in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27296,"Mean thickness of transversetemporal (right hemisphere)","mm","Freesurfer DKT",41470,41470,"Mean thickness of transversetemporal in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27297,"Mean thickness of insula (right hemisphere)","mm","Freesurfer DKT",41470,41470,"Mean thickness of insula in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27298,"Volume of caudalanteriorcingulate (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of caudalanteriorcingulate in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27299,"Volume of caudalmiddlefrontal (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of caudalmiddlefrontal in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27300,"Volume of cuneus (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of cuneus in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27301,"Volume of entorhinal (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of entorhinal in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27302,"Volume of fusiform (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of fusiform in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27303,"Volume of inferiorparietal (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of inferiorparietal in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27304,"Volume of inferiortemporal (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of inferiortemporal in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27305,"Volume of isthmuscingulate (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of isthmuscingulate in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27306,"Volume of lateraloccipital (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of lateraloccipital in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27307,"Volume of lateralorbitofrontal (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of lateralorbitofrontal in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27308,"Volume of lingual (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of lingual in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27309,"Volume of medialorbitofrontal (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of medialorbitofrontal in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27310,"Volume of middletemporal (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of middletemporal in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27311,"Volume of parahippocampal (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of parahippocampal in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27312,"Volume of paracentral (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of paracentral in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27313,"Volume of parsopercularis (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of parsopercularis in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27314,"Volume of parsorbitalis (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of parsorbitalis in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27315,"Volume of parstriangularis (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of parstriangularis in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27316,"Volume of pericalcarine (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of pericalcarine in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27317,"Volume of postcentral (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of postcentral in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27318,"Volume of posteriorcingulate (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of posteriorcingulate in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27319,"Volume of precentral (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of precentral in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27320,"Volume of precuneus (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of precuneus in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27321,"Volume of rostralanteriorcingulate (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of rostralanteriorcingulate in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27322,"Volume of rostralmiddlefrontal (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of rostralmiddlefrontal in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27323,"Volume of superiorfrontal (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of superiorfrontal in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27324,"Volume of superiorparietal (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of superiorparietal in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27325,"Volume of superiortemporal (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of superiortemporal in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27326,"Volume of supramarginal (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of supramarginal in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27327,"Volume of transversetemporal (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of transversetemporal in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27328,"Volume of insula (right hemisphere)","mm3","Freesurfer DKT",41470,41470,"Volume of insula in the right hemisphere generated by parcellation of the white surface using DKT parcellation"
27329,"Area of G+S-frontomargin (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G+S-frontomargin in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27330,"Area of G+S-occipital-inf (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G+S-occipital-inf in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27331,"Area of G+S-paracentral (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G+S-paracentral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27332,"Area of G+S-subcentral (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G+S-subcentral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27333,"Area of G+S-transv-frontopol (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G+S-transv-frontopol in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27334,"Area of G+S-cingul-Ant (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G+S-cingul-Ant in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27335,"Area of G+S-cingul-Mid-Ant (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G+S-cingul-Mid-Ant in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27336,"Area of G+S-cingul-Mid-Post (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G+S-cingul-Mid-Post in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27337,"Area of G-cingul-Post-dorsal (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G-cingul-Post-dorsal in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27338,"Area of G-cingul-Post-ventral (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G-cingul-Post-ventral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27339,"Area of G-cuneus (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G-cuneus in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27340,"Area of G-front-inf-Opercular (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G-front-inf-Opercular in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27341,"Area of G-front-inf-Orbital (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G-front-inf-Orbital in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27342,"Area of G-front-inf-Triangul (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G-front-inf-Triangul in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27343,"Area of G-front-middle (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G-front-middle in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27344,"Area of G-front-sup (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G-front-sup in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27345,"Area of G-Ins-lg+S-cent-ins (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G-Ins-lg+S-cent-ins in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27346,"Area of G-insular-short (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G-insular-short in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27347,"Area of G-occipital-middle (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G-occipital-middle in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27348,"Area of G-occipital-sup (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G-occipital-sup in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27349,"Area of G-oc-temp-lat-fusifor (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G-oc-temp-lat-fusifor in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27350,"Area of G-oc-temp-med-Lingual (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G-oc-temp-med-Lingual in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27351,"Area of G-oc-temp-med-Parahip (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G-oc-temp-med-Parahip in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27352,"Area of G-orbital (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G-orbital in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27353,"Area of G-pariet-inf-Angular (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G-pariet-inf-Angular in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27354,"Area of G-pariet-inf-Supramar (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G-pariet-inf-Supramar in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27355,"Area of G-parietal-sup (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G-parietal-sup in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27356,"Area of G-postcentral (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G-postcentral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27357,"Area of G-precentral (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G-precentral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27358,"Area of G-precuneus (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G-precuneus in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27359,"Area of G-rectus (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G-rectus in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27360,"Area of G-subcallosal (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G-subcallosal in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27361,"Area of G-temp-sup-G-T-transv (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G-temp-sup-G-T-transv in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27362,"Area of G-temp-sup-Lateral (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G-temp-sup-Lateral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27363,"Area of G-temp-sup-Plan-polar (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G-temp-sup-Plan-polar in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27364,"Area of G-temp-sup-Plan-tempo (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G-temp-sup-Plan-tempo in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27365,"Area of G-temporal-inf (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G-temporal-inf in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27366,"Area of G-temporal-middle (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of G-temporal-middle in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27367,"Area of Lat-Fis-ant-Horizont (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of Lat-Fis-ant-Horizont in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27368,"Area of Lat-Fis-ant-Vertical (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of Lat-Fis-ant-Vertical in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27369,"Area of Lat-Fis-post (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of Lat-Fis-post in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27370,"Area of Pole-occipital (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of Pole-occipital in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27371,"Area of Pole-temporal (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of Pole-temporal in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27372,"Area of S-calcarine (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of S-calcarine in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27373,"Area of S-central (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of S-central in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27374,"Area of S-cingul-Marginalis (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of S-cingul-Marginalis in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27375,"Area of S-circular-insula-ant (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of S-circular-insula-ant in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27376,"Area of S-circular-insula-inf (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of S-circular-insula-inf in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27377,"Area of S-circular-insula-sup (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of S-circular-insula-sup in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27378,"Area of S-collat-transv-ant (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of S-collat-transv-ant in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27379,"Area of S-collat-transv-post (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of S-collat-transv-post in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27380,"Area of S-front-inf (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of S-front-inf in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27381,"Area of S-front-middle (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of S-front-middle in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27382,"Area of S-front-sup (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of S-front-sup in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27383,"Area of S-interm-prim-Jensen (left hemisphere)","mm2","Freesurfer a2009s",41449,41449,"Area of S-interm-prim-Jensen in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27384,"Area of S-intrapariet+P-trans (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of S-intrapariet+P-trans in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27385,"Area of S-oc-middle+Lunatus (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of S-oc-middle+Lunatus in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27386,"Area of S-oc-sup+transversal (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of S-oc-sup+transversal in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27387,"Area of S-occipital-ant (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of S-occipital-ant in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27388,"Area of S-oc-temp-lat (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of S-oc-temp-lat in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27389,"Area of S-oc-temp-med+Lingual (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of S-oc-temp-med+Lingual in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27390,"Area of S-orbital-lateral (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of S-orbital-lateral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27391,"Area of S-orbital-med-olfact (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of S-orbital-med-olfact in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27392,"Area of S-orbital-H-Shaped (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of S-orbital-H-Shaped in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27393,"Area of S-parieto-occipital (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of S-parieto-occipital in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27394,"Area of S-pericallosal (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of S-pericallosal in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27395,"Area of S-postcentral (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of S-postcentral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27396,"Area of S-precentral-inf-part (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of S-precentral-inf-part in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27397,"Area of S-precentral-sup-part (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of S-precentral-sup-part in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27398,"Area of S-suborbital (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of S-suborbital in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27399,"Area of S-subparietal (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of S-subparietal in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27400,"Area of S-temporal-inf (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of S-temporal-inf in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27401,"Area of S-temporal-sup (left hemisphere)","mm2","Freesurfer a2009s",41470,41470,"Area of S-temporal-sup in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27402,"Area of S-temporal-transverse (left hemisphere)","mm2","Freesurfer a2009s",41467,41467,"Area of S-temporal-transverse in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27403,"Mean thickness of G+S-frontomargin (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G+S-frontomargin in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27404,"Mean thickness of G+S-occipital-inf (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G+S-occipital-inf in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27405,"Mean thickness of G+S-paracentral (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G+S-paracentral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27406,"Mean thickness of G+S-subcentral (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G+S-subcentral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27407,"Mean thickness of G+S-transv-frontopol (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G+S-transv-frontopol in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27408,"Mean thickness of G+S-cingul-Ant (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G+S-cingul-Ant in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27409,"Mean thickness of G+S-cingul-Mid-Ant (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G+S-cingul-Mid-Ant in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27410,"Mean thickness of G+S-cingul-Mid-Post (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G+S-cingul-Mid-Post in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27411,"Mean thickness of G-cingul-Post-dorsal (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G-cingul-Post-dorsal in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27412,"Mean thickness of G-cingul-Post-ventral (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G-cingul-Post-ventral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27413,"Mean thickness of G-cuneus (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G-cuneus in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27414,"Mean thickness of G-front-inf-Opercular (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G-front-inf-Opercular in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27415,"Mean thickness of G-front-inf-Orbital (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G-front-inf-Orbital in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27416,"Mean thickness of G-front-inf-Triangul (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G-front-inf-Triangul in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27417,"Mean thickness of G-front-middle (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G-front-middle in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27418,"Mean thickness of G-front-sup (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G-front-sup in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27419,"Mean thickness of G-Ins-lg+S-cent-ins (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G-Ins-lg+S-cent-ins in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27420,"Mean thickness of G-insular-short (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G-insular-short in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27421,"Mean thickness of G-occipital-middle (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G-occipital-middle in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27422,"Mean thickness of G-occipital-sup (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G-occipital-sup in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27423,"Mean thickness of G-oc-temp-lat-fusifor (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G-oc-temp-lat-fusifor in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27424,"Mean thickness of G-oc-temp-med-Lingual (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G-oc-temp-med-Lingual in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27425,"Mean thickness of G-oc-temp-med-Parahip (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G-oc-temp-med-Parahip in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27426,"Mean thickness of G-orbital (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G-orbital in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27427,"Mean thickness of G-pariet-inf-Angular (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G-pariet-inf-Angular in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
